"Balancing Authority","Local Time at End of Hour","UTC Time at End of Hour","Demand Forecast (MW)","Demand (MW)","Net Generation (MW)","Total Interchange (MW)","Sum(Valid DIBAs) (MW)","Demand (MW) (Imputed)","Net Generation (MW) (Imputed)","Total Interchange (MW) (Imputed)","Demand (MW) (Adjusted)","Net Generation (MW) (Adjusted)","Total Interchange (MW) (Adjusted)","Region"
ERCO,06/03/2025 3:00:00 PM,06/03/2025 8:00:00 PM,74589,72086,71978,-108,-108,,,,72086,71978,-108,TEX
ERCO,06/03/2025 4:00:00 PM,06/03/2025 9:00:00 PM,75712,73388,73244,-144,-144,,,,73388,73244,-144,TEX
ERCO,06/03/2025 5:00:00 PM,06/03/2025 10:00:00 PM,75898,74751,74649,-101,-102,,,,74751,74649,-101,TEX
ERCO,06/03/2025 6:00:00 PM,06/03/2025 11:00:00 PM,75152,74753,74651,-101,-101,,,,74753,74651,-101,TEX
ERCO,06/03/2025 7:00:00 PM,06/04/2025 12:00:00 AM,73366,73302,73183,-118,-118,,,,73302,73183,-118,TEX
ERCO,06/03/2025 8:00:00 PM,06/04/2025 1:00:00 AM,70767,70900,70763,-136,-137,,,,70900,70763,-136,TEX
ERCO,06/03/2025 9:00:00 PM,06/04/2025 2:00:00 AM,68462,68297,68178,-119,-120,,,,68297,68178,-119,TEX
ERCO,06/03/2025 10:00:00 PM,06/04/2025 3:00:00 AM,66909,67122,67013,-109,-109,,,,67122,67013,-109,TEX
ERCO,06/03/2025 11:00:00 PM,06/04/2025 4:00:00 AM,63623,63726,63622,-104,-104,,,,63726,63622,-104,TEX
ERCO,06/04/2025 12:00:00 AM,06/04/2025 5:00:00 AM,60195,59417,59318,-98,-98,,,,59417,59318,-98,TEX
ERCO,06/04/2025 1:00:00 AM,06/04/2025 6:00:00 AM,55481,56165,56049,-116,-116,,,,56165,56049,-116,TEX
ERCO,06/04/2025 2:00:00 AM,06/04/2025 7:00:00 AM,52623,53468,53469,2,1,,,,53468,53469,2,TEX
ERCO,06/04/2025 3:00:00 AM,06/04/2025 8:00:00 AM,50532,51563,51443,-119,-120,,,,51563,51443,-119,TEX
ERCO,06/04/2025 4:00:00 AM,06/04/2025 9:00:00 AM,49330,50464,50305,-159,-159,,,,50464,50305,-159,TEX
ERCO,06/04/2025 5:00:00 AM,06/04/2025 10:00:00 AM,48940,50301,50138,-163,-163,,,,50301,50138,-163,TEX
ERCO,06/04/2025 6:00:00 AM,06/04/2025 11:00:00 AM,49645,51210,51035,-175,-175,,,,51210,51035,-175,TEX
ERCO,06/04/2025 7:00:00 AM,06/04/2025 12:00:00 PM,51028,52463,52293,-169,-170,,,,52463,52293,-169,TEX
ERCO,06/04/2025 8:00:00 AM,06/04/2025 1:00:00 PM,52341,53208,53040,-169,-169,,,,53208,53040,-169,TEX
ERCO,06/04/2025 9:00:00 AM,06/04/2025 2:00:00 PM,54833,54416,54294,-122,-122,,,,54416,54294,-122,TEX
ERCO,06/04/2025 10:00:00 AM,06/04/2025 3:00:00 PM,57772,56213,56095,-118,-119,,,,56213,56095,-118,TEX
ERCO,06/04/2025 11:00:00 AM,06/04/2025 4:00:00 PM,60455,58585,58677,91,90,,,,58585,58677,91,TEX
ERCO,06/04/2025 12:00:00 PM,06/04/2025 5:00:00 PM,62836,61008,60992,-15,-15,,,,61008,60992,-15,TEX
ERCO,06/04/2025 1:00:00 PM,06/04/2025 6:00:00 PM,65004,63202,63178,-23,-24,,,,63202,63178,-23,TEX
ERCO,06/04/2025 2:00:00 PM,06/04/2025 7:00:00 PM,67048,65528,65478,-50,-50,,,,65528,65478,-50,TEX
ERCO,06/04/2025 3:00:00 PM,06/04/2025 8:00:00 PM,68634,67360,67390,29,29,,,,67360,67390,29,TEX
ERCO,06/04/2025 4:00:00 PM,06/04/2025 9:00:00 PM,69748,68169,68154,-15,-15,,,,68169,68154,-15,TEX
ERCO,06/04/2025 5:00:00 PM,06/04/2025 10:00:00 PM,70217,68826,68962,136,137,,,,68826,68962,136,TEX
ERCO,06/04/2025 6:00:00 PM,06/04/2025 11:00:00 PM,70166,69455,69409,-45,-45,,,,69455,69409,-45,TEX
ERCO,06/04/2025 7:00:00 PM,06/05/2025 12:00:00 AM,69329,68838,68783,-55,-55,,,,68838,68783,-55,TEX
ERCO,06/04/2025 8:00:00 PM,06/05/2025 1:00:00 AM,67508,67209,67062,-147,-147,,,,67209,67062,-147,TEX
ERCO,06/04/2025 9:00:00 PM,06/05/2025 2:00:00 AM,65270,65262,65113,-149,-150,,,,65262,65113,-149,TEX
ERCO,06/04/2025 10:00:00 PM,06/05/2025 3:00:00 AM,63545,63726,63576,-149,-150,,,,63726,63576,-149,TEX
ERCO,06/04/2025 11:00:00 PM,06/05/2025 4:00:00 AM,60491,60696,60546,-149,-149,,,,60696,60546,-149,TEX
ERCO,06/05/2025 12:00:00 AM,06/05/2025 5:00:00 AM,57065,57124,56967,-157,-157,,,,57124,56967,-157,TEX
ERCO,06/05/2025 1:00:00 AM,06/05/2025 6:00:00 AM,53756,54024,54009,-14,-14,,,,54024,54009,-14,TEX
ERCO,06/05/2025 2:00:00 AM,06/05/2025 7:00:00 AM,51146,51716,51771,56,55,,,,51716,51771,56,TEX
ERCO,06/05/2025 3:00:00 AM,06/05/2025 8:00:00 AM,49299,50193,50150,-42,-43,,,,50193,50150,-42,TEX
ERCO,06/05/2025 4:00:00 AM,06/05/2025 9:00:00 AM,48017,49325,49341,16,16,,,,49325,49341,16,TEX
ERCO,06/05/2025 5:00:00 AM,06/05/2025 10:00:00 AM,47449,49359,49380,21,20,,,,49359,49380,21,TEX
ERCO,06/05/2025 6:00:00 AM,06/05/2025 11:00:00 AM,48093,50523,50543,21,20,,,,50523,50543,21,TEX
ERCO,06/05/2025 7:00:00 AM,06/05/2025 12:00:00 PM,49505,51895,51868,-26,-27,,,,51895,51868,-26,TEX
ERCO,06/05/2025 8:00:00 AM,06/05/2025 1:00:00 PM,50986,53180,53378,197,197,,,,53180,53378,197,TEX
ERCO,06/05/2025 9:00:00 AM,06/05/2025 2:00:00 PM,54073,55404,55627,222,222,,,,55404,55627,222,TEX
ERCO,06/05/2025 10:00:00 AM,06/05/2025 3:00:00 PM,57649,58174,58396,222,222,,,,58174,58396,222,TEX
ERCO,06/05/2025 11:00:00 AM,06/05/2025 4:00:00 PM,61149,60638,60861,222,222,,,,60638,60861,222,TEX
ERCO,06/05/2025 12:00:00 PM,06/05/2025 5:00:00 PM,64584,63103,63326,222,222,,,,63103,63326,222,TEX
ERCO,06/05/2025 1:00:00 PM,06/05/2025 6:00:00 PM,67751,65413,65636,222,222,,,,65413,65636,222,TEX
ERCO,06/05/2025 2:00:00 PM,06/05/2025 7:00:00 PM,70878,68381,68604,222,222,,,,68381,68604,222,TEX
ERCO,06/05/2025 3:00:00 PM,06/05/2025 8:00:00 PM,73213,71786,72028,242,242,,,,71786,72028,242,TEX
ERCO,06/05/2025 4:00:00 PM,06/05/2025 9:00:00 PM,74490,74418,74660,242,242,,,,74418,74660,242,TEX
ERCO,06/05/2025 5:00:00 PM,06/05/2025 10:00:00 PM,74980,75902,76060,159,159,,,,75902,76060,159,TEX
ERCO,06/05/2025 6:00:00 PM,06/05/2025 11:00:00 PM,74461,75684,75725,41,42,,,,75684,75725,41,TEX
ERCO,06/05/2025 7:00:00 PM,06/06/2025 12:00:00 AM,72807,75060,75066,7,7,,,,75060,75066,7,TEX
ERCO,06/05/2025 8:00:00 PM,06/06/2025 1:00:00 AM,70511,72029,72013,-15,-15,,,,72029,72013,-15,TEX
ERCO,06/05/2025 9:00:00 PM,06/06/2025 2:00:00 AM,67993,69195,69084,-111,-111,,,,69195,69084,-111,TEX
ERCO,06/05/2025 10:00:00 PM,06/06/2025 3:00:00 AM,65939,67421,67478,57,57,,,,67421,67478,57,TEX
ERCO,06/05/2025 11:00:00 PM,06/06/2025 4:00:00 AM,62747,64468,64486,19,19,,,,64468,64486,19,TEX
ERCO,06/06/2025 12:00:00 AM,06/06/2025 5:00:00 AM,59129,61480,61371,-109,-109,,,,61480,61371,-109,TEX
ERCO,06/06/2025 1:00:00 AM,06/06/2025 6:00:00 AM,56562,58408,58279,-129,-128,,,,58408,58279,-129,TEX
ERCO,06/06/2025 2:00:00 AM,06/06/2025 7:00:00 AM,53808,55692,55621,-71,-71,,,,55692,55621,-71,TEX
ERCO,06/06/2025 3:00:00 AM,06/06/2025 8:00:00 AM,51857,53976,53920,-55,-55,,,,53976,53920,-55,TEX
ERCO,06/06/2025 4:00:00 AM,06/06/2025 9:00:00 AM,50471,53213,53132,-81,-81,,,,53213,53132,-81,TEX
ERCO,06/06/2025 5:00:00 AM,06/06/2025 10:00:00 AM,49832,52998,52949,-47,-48,,,,52998,52949,-47,TEX
ERCO,06/06/2025 6:00:00 AM,06/06/2025 11:00:00 AM,50284,53604,53388,-216,-216,,,,53604,53388,-216,TEX
ERCO,06/06/2025 7:00:00 AM,06/06/2025 12:00:00 PM,51276,53707,53623,-85,-85,,,,53707,53623,-85,TEX
ERCO,06/06/2025 8:00:00 AM,06/06/2025 1:00:00 PM,52678,54707,54617,-89,-90,,,,54707,54617,-89,TEX
ERCO,06/06/2025 9:00:00 AM,06/06/2025 2:00:00 PM,56037,58108,58080,-28,-29,,,,58108,58080,-28,TEX
ERCO,06/06/2025 10:00:00 AM,06/06/2025 3:00:00 PM,59937,61357,61334,-23,-24,,,,61357,61334,-23,TEX
ERCO,06/06/2025 11:00:00 AM,06/06/2025 4:00:00 PM,63644,64720,64696,-23,-24,,,,64720,64696,-23,TEX
ERCO,06/06/2025 12:00:00 PM,06/06/2025 5:00:00 PM,67248,67980,67957,-23,-24,,,,67980,67957,-23,TEX
ERCO,06/06/2025 1:00:00 PM,06/06/2025 6:00:00 PM,70664,71146,71122,-23,-24,,,,71146,71122,-23,TEX
ERCO,06/06/2025 2:00:00 PM,06/06/2025 7:00:00 PM,73836,73505,73481,-23,-24,,,,73505,73481,-23,TEX
ERCO,06/06/2025 3:00:00 PM,06/06/2025 8:00:00 PM,76144,75439,75415,-23,-24,,,,75439,75415,-23,TEX
ERCO,06/06/2025 4:00:00 PM,06/06/2025 9:00:00 PM,77345,75586,75562,-23,-24,,,,75586,75562,-23,TEX
ERCO,06/06/2025 5:00:00 PM,06/06/2025 10:00:00 PM,77843,75840,75816,-23,-23,,,,75840,75816,-23,TEX
ERCO,06/06/2025 6:00:00 PM,06/06/2025 11:00:00 PM,77271,75912,75937,25,24,,,,75912,75937,25,TEX
ERCO,06/06/2025 7:00:00 PM,06/07/2025 12:00:00 AM,75340,75710,75736,27,27,,,,75710,75736,27,TEX
ERCO,06/06/2025 8:00:00 PM,06/07/2025 1:00:00 AM,72324,74286,74269,-17,-16,,,,74286,74269,-17,TEX
ERCO,06/06/2025 9:00:00 PM,06/07/2025 2:00:00 AM,69159,72152,72105,-47,-47,,,,72152,72105,-47,TEX
ERCO,06/06/2025 10:00:00 PM,06/07/2025 3:00:00 AM,67060,70046,70223,177,177,,,,70046,70223,177,TEX
ERCO,06/06/2025 11:00:00 PM,06/07/2025 4:00:00 AM,64316,66740,66834,96,96,,,,66740,66834,96,TEX
ERCO,06/07/2025 12:00:00 AM,06/07/2025 5:00:00 AM,61079,63196,63088,-106,-106,,,,63196,63088,-106,TEX
ERCO,06/07/2025 1:00:00 AM,06/07/2025 6:00:00 AM,59190,59909,59771,-138,-138,,,,59909,59771,-138,TEX
ERCO,06/07/2025 2:00:00 AM,06/07/2025 7:00:00 AM,56465,57132,56993,-139,-139,,,,57132,56993,-139,TEX
ERCO,06/07/2025 3:00:00 AM,06/07/2025 8:00:00 AM,54392,55098,54960,-138,-138,,,,55098,54960,-138,TEX
ERCO,06/07/2025 4:00:00 AM,06/07/2025 9:00:00 AM,52604,53785,53665,-119,-119,,,,53785,53665,-119,TEX
ERCO,06/07/2025 5:00:00 AM,06/07/2025 10:00:00 AM,51370,52765,52590,-175,-175,,,,52765,52590,-175,TEX
ERCO,06/07/2025 6:00:00 AM,06/07/2025 11:00:00 AM,50773,52509,52322,-188,-187,,,,52509,52322,-188,TEX
ERCO,06/07/2025 7:00:00 AM,06/07/2025 12:00:00 PM,50313,52389,52328,-60,-60,,,,52389,52328,-60,TEX
ERCO,06/07/2025 8:00:00 AM,06/07/2025 1:00:00 PM,51187,53002,52920,-81,-81,,,,53002,52920,-81,TEX
ERCO,06/07/2025 9:00:00 AM,06/07/2025 2:00:00 PM,55134,56153,56094,-58,-59,,,,56153,56094,-58,TEX
ERCO,06/07/2025 10:00:00 AM,06/07/2025 3:00:00 PM,59700,59932,59928,-3,-4,,,,59932,59928,-3,TEX
ERCO,06/07/2025 11:00:00 AM,06/07/2025 4:00:00 PM,63807,63523,63519,-4,-4,,,,63523,63519,-4,TEX
ERCO,06/07/2025 12:00:00 PM,06/07/2025 5:00:00 PM,67811,66896,66872,-23,-24,,,,66896,66872,-23,TEX
ERCO,06/07/2025 1:00:00 PM,06/07/2025 6:00:00 PM,71297,70009,69986,-23,-23,,,,70009,69986,-23,TEX
ERCO,06/07/2025 2:00:00 PM,06/07/2025 7:00:00 PM,74295,72240,72236,-4,-4,,,,72240,72236,-4,TEX
ERCO,06/07/2025 3:00:00 PM,06/07/2025 8:00:00 PM,76696,73906,73902,-3,-4,,,,73906,73902,-3,TEX
ERCO,06/07/2025 4:00:00 PM,06/07/2025 9:00:00 PM,78222,74935,74931,-3,-4,,,,74935,74931,-3,TEX
ERCO,06/07/2025 5:00:00 PM,06/07/2025 10:00:00 PM,78918,75505,75501,-4,-4,,,,75505,75501,-4,TEX
ERCO,06/07/2025 6:00:00 PM,06/07/2025 11:00:00 PM,78475,75184,75181,-3,-3,,,,75184,75181,-3,TEX
ERCO,06/07/2025 7:00:00 PM,06/08/2025 12:00:00 AM,76783,74993,74900,-92,-93,,,,74993,74900,-92,TEX
ERCO,06/07/2025 8:00:00 PM,06/08/2025 1:00:00 AM,73864,73065,72948,-118,-118,,,,73065,72948,-118,TEX
ERCO,06/07/2025 9:00:00 PM,06/08/2025 2:00:00 AM,70585,70388,70215,-173,-173,,,,70388,70215,-173,TEX
ERCO,06/07/2025 10:00:00 PM,06/08/2025 3:00:00 AM,68432,68543,68380,-163,-164,,,,68543,68380,-163,TEX
ERCO,06/07/2025 11:00:00 PM,06/08/2025 4:00:00 AM,65612,65628,65489,-139,-139,,,,65628,65489,-139,TEX
ERCO,06/08/2025 12:00:00 AM,06/08/2025 5:00:00 AM,62350,62529,62390,-139,-138,,,,62529,62390,-139,TEX
ERCO,06/08/2025 1:00:00 AM,06/08/2025 6:00:00 AM,59697,59567,59427,-140,-140,,,,59567,59427,-140,TEX
ERCO,06/08/2025 2:00:00 AM,06/08/2025 7:00:00 AM,56830,56961,56783,-178,-179,,,,56961,56783,-178,TEX
ERCO,06/08/2025 3:00:00 AM,06/08/2025 8:00:00 AM,54629,54804,54624,-179,-180,,,,54804,54624,-179,TEX
ERCO,06/08/2025 4:00:00 AM,06/08/2025 9:00:00 AM,52743,53277,53078,-199,-200,,,,53277,53078,-199,TEX
ERCO,06/08/2025 5:00:00 AM,06/08/2025 10:00:00 AM,51275,52119,51920,-199,-200,,,,52119,51920,-199,TEX
ERCO,06/08/2025 6:00:00 AM,06/08/2025 11:00:00 AM,50415,51606,51407,-199,-200,,,,51606,51407,-199,TEX
ERCO,06/08/2025 7:00:00 AM,06/08/2025 12:00:00 PM,49648,50920,50721,-199,-199,,,,50920,50721,-199,TEX
ERCO,06/08/2025 8:00:00 AM,06/08/2025 1:00:00 PM,50267,51673,51568,-106,-107,,,,51673,51568,-106,TEX
ERCO,06/08/2025 9:00:00 AM,06/08/2025 2:00:00 PM,54242,54818,55055,236,236,,,,54818,55055,236,TEX
ERCO,06/08/2025 10:00:00 AM,06/08/2025 3:00:00 PM,59208,58631,58824,192,192,,,,58631,58824,192,TEX
ERCO,06/08/2025 11:00:00 AM,06/08/2025 4:00:00 PM,63687,62085,62328,242,242,,,,62085,62328,242,TEX
ERCO,06/08/2025 12:00:00 PM,06/08/2025 5:00:00 PM,68130,65892,66135,242,242,,,,65892,66135,242,TEX
ERCO,06/08/2025 1:00:00 PM,06/08/2025 6:00:00 PM,72333,69660,69903,242,242,,,,69660,69903,242,TEX
ERCO,06/08/2025 2:00:00 PM,06/08/2025 7:00:00 PM,75880,72998,73241,242,242,,,,72998,73241,242,TEX
ERCO,06/08/2025 3:00:00 PM,06/08/2025 8:00:00 PM,78524,75378,75621,242,242,,,,75378,75621,242,TEX
ERCO,06/08/2025 4:00:00 PM,06/08/2025 9:00:00 PM,79828,76025,76268,242,242,,,,76025,76268,242,TEX
ERCO,06/08/2025 5:00:00 PM,06/08/2025 10:00:00 PM,80329,76266,76498,231,231,,,,76266,76498,231,TEX
ERCO,06/08/2025 6:00:00 PM,06/08/2025 11:00:00 PM,79732,76397,76618,220,220,,,,76397,76618,220,TEX
FMPP,05/18/2025 8:00:00 PM,05/19/2025 12:00:00 AM,3181,3298,2925,-373,-373,,,,3298,2925,-373,FLA
FMPP,05/18/2025 9:00:00 PM,05/19/2025 1:00:00 AM,3079,3166,2806,-360,-360,,,,3166,2806,-360,FLA
FMPP,05/18/2025 10:00:00 PM,05/19/2025 2:00:00 AM,2838,2990,2612,-378,-378,,,,2990,2612,-378,FLA
FMPP,05/18/2025 11:00:00 PM,05/19/2025 3:00:00 AM,2603,2744,2440,-304,-304,,,,2744,2440,-304,FLA
FMPP,05/19/2025 12:00:00 AM,05/19/2025 4:00:00 AM,2344,2486,2397,-89,-89,,,,2486,2397,-89,FLA
FMPP,05/19/2025 1:00:00 AM,05/19/2025 5:00:00 AM,2133,2253,2181,-72,-72,,,,2253,2181,-72,FLA
FMPP,05/19/2025 2:00:00 AM,05/19/2025 6:00:00 AM,1996,2092,2006,-86,-86,,,,2092,2006,-86,FLA
FMPP,05/19/2025 3:00:00 AM,05/19/2025 7:00:00 AM,1892,1968,1877,-91,-91,,,,1968,1877,-91,FLA
FMPP,05/19/2025 4:00:00 AM,05/19/2025 8:00:00 AM,1836,1906,1816,-90,-90,,,,1906,1816,-90,FLA
FMPP,05/19/2025 5:00:00 AM,05/19/2025 9:00:00 AM,1844,1884,1808,-76,-76,,,,1884,1808,-76,FLA
FMPP,05/19/2025 6:00:00 AM,05/19/2025 10:00:00 AM,1929,1947,1874,-73,-73,,,,1947,1874,-73,FLA
FMPP,05/19/2025 7:00:00 AM,05/19/2025 11:00:00 AM,2011,2039,1965,-74,-74,,,,2039,1965,-74,FLA
FMPP,05/19/2025 8:00:00 AM,05/19/2025 12:00:00 PM,2150,2150,1913,-237,-237,,,,2150,1913,-237,FLA
FMPP,05/19/2025 9:00:00 AM,05/19/2025 1:00:00 PM,2331,2305,2071,-234,-234,,,,2305,2071,-234,FLA
FMPP,05/19/2025 10:00:00 AM,05/19/2025 2:00:00 PM,2523,2486,2284,-202,-202,,,,2486,2284,-202,FLA
FMPP,05/19/2025 11:00:00 AM,05/19/2025 3:00:00 PM,2753,2711,2493,-218,-218,,,,2711,2493,-218,FLA
FMPP,05/19/2025 12:00:00 PM,05/19/2025 4:00:00 PM,2973,2955,2713,-242,-242,,,,2955,2713,-242,FLA
FMPP,05/19/2025 1:00:00 PM,05/19/2025 5:00:00 PM,3245,3181,2932,-249,-249,,,,3181,2932,-249,FLA
FMPP,05/19/2025 2:00:00 PM,05/19/2025 6:00:00 PM,3395,3358,3038,-320,-320,,,,3358,3038,-320,FLA
FMPP,05/19/2025 3:00:00 PM,05/19/2025 7:00:00 PM,3510,3486,3174,-312,-312,,,,3486,3174,-312,FLA
FMPP,05/19/2025 4:00:00 PM,05/19/2025 8:00:00 PM,3625,3588,3317,-271,-271,,,,3588,3317,-271,FLA
FMPP,05/19/2025 5:00:00 PM,05/19/2025 9:00:00 PM,3701,3628,3350,-278,-278,,,,3628,3350,-278,FLA
FMPP,05/19/2025 6:00:00 PM,05/19/2025 10:00:00 PM,3695,3639,3271,-368,-368,,,,3639,3271,-368,FLA
FMPP,05/19/2025 7:00:00 PM,05/19/2025 11:00:00 PM,3552,3556,3228,-328,-328,,,,3556,3228,-328,FLA
FMPP,05/19/2025 8:00:00 PM,05/20/2025 12:00:00 AM,3361,3417,3107,-310,-310,,,,3417,3107,-310,FLA
FMPP,05/19/2025 9:00:00 PM,05/20/2025 1:00:00 AM,3220,3278,2980,-298,-298,,,,3278,2980,-298,FLA
FMPP,05/19/2025 10:00:00 PM,05/20/2025 2:00:00 AM,3011,3059,2755,-304,-304,,,,3059,2755,-304,FLA
FMPP,05/19/2025 11:00:00 PM,05/20/2025 3:00:00 AM,2731,2804,2496,-308,-308,,,,2804,2496,-308,FLA
FMPP,05/20/2025 12:00:00 AM,05/20/2025 4:00:00 AM,2486,2539,2418,-121,-121,,,,2539,2418,-121,FLA
FMPP,05/20/2025 1:00:00 AM,05/20/2025 5:00:00 AM,2217,2332,2245,-87,-87,,,,2332,2245,-87,FLA
FMPP,05/20/2025 2:00:00 AM,05/20/2025 6:00:00 AM,2073,2151,2090,-61,-61,,,,2151,2090,-61,FLA
FMPP,05/20/2025 3:00:00 AM,05/20/2025 7:00:00 AM,1958,2021,1952,-69,-69,,,,2021,1952,-69,FLA
FMPP,05/20/2025 4:00:00 AM,05/20/2025 8:00:00 AM,1900,1948,1882,-66,-66,,,,1948,1882,-66,FLA
FMPP,05/20/2025 5:00:00 AM,05/20/2025 9:00:00 AM,1909,1922,1849,-73,-73,,,,1922,1849,-73,FLA
FMPP,05/20/2025 6:00:00 AM,05/20/2025 10:00:00 AM,1994,1986,1911,-75,-75,,,,1986,1911,-75,FLA
FMPP,05/20/2025 7:00:00 AM,05/20/2025 11:00:00 AM,2075,2083,2014,-69,-69,,,,2083,2014,-69,FLA
FMPP,05/20/2025 8:00:00 AM,05/20/2025 12:00:00 PM,2212,2196,1984,-212,-212,,,,2196,1984,-212,FLA
FMPP,05/20/2025 9:00:00 AM,05/20/2025 1:00:00 PM,2403,2365,2121,-244,-244,,,,2365,2121,-244,FLA
FMPP,05/20/2025 10:00:00 AM,05/20/2025 2:00:00 PM,2638,2574,2320,-254,-254,,,,2574,2320,-254,FLA
FMPP,05/20/2025 11:00:00 AM,05/20/2025 3:00:00 PM,2872,2810,2576,-234,-234,,,,2810,2576,-234,FLA
FMPP,05/20/2025 12:00:00 PM,05/20/2025 4:00:00 PM,3082,3037,2759,-278,-278,,,,3037,2759,-278,FLA
FMPP,05/20/2025 1:00:00 PM,05/20/2025 5:00:00 PM,3355,3224,2951,-273,-273,,,,3224,2951,-273,FLA
FMPP,05/20/2025 2:00:00 PM,05/20/2025 6:00:00 PM,3495,3366,3000,-366,-366,,,,3366,3000,-366,FLA
FMPP,05/20/2025 3:00:00 PM,05/20/2025 7:00:00 PM,3555,3496,3122,-374,-374,,,,3496,3122,-374,FLA
FMPP,05/20/2025 4:00:00 PM,05/20/2025 8:00:00 PM,3655,3588,3285,-303,-303,,,,3588,3285,-303,FLA
FMPP,05/20/2025 5:00:00 PM,05/20/2025 9:00:00 PM,3700,3673,3369,-304,-304,,,,3673,3369,-304,FLA
FMPP,05/20/2025 6:00:00 PM,05/20/2025 10:00:00 PM,3675,3679,3393,-286,-286,,,,3679,3393,-286,FLA
FMPP,05/20/2025 7:00:00 PM,05/20/2025 11:00:00 PM,3515,3606,3442,-164,-164,,,,3606,3442,-164,FLA
FMPP,05/20/2025 8:00:00 PM,05/21/2025 12:00:00 AM,3355,3459,3280,-179,-179,,,,3459,3280,-179,FLA
FMPP,05/20/2025 9:00:00 PM,05/21/2025 1:00:00 AM,3200,3325,3116,-209,-209,,,,3325,3116,-209,FLA
FMPP,05/20/2025 10:00:00 PM,05/21/2025 2:00:00 AM,2995,3107,2893,-214,-214,,,,3107,2893,-214,FLA
FMPP,05/20/2025 11:00:00 PM,05/21/2025 3:00:00 AM,2740,2847,2666,-181,-181,,,,2847,2666,-181,FLA
FMPP,05/21/2025 12:00:00 AM,05/21/2025 4:00:00 AM,2470,2569,2475,-94,-94,,,,2569,2475,-94,FLA
FMPP,05/21/2025 1:00:00 AM,05/21/2025 5:00:00 AM,2164,2307,2243,-64,-64,,,,2307,2243,-64,FLA
FMPP,05/21/2025 2:00:00 AM,05/21/2025 6:00:00 AM,2020,2137,2061,-76,-76,,,,2137,2061,-76,FLA
FMPP,05/21/2025 3:00:00 AM,05/21/2025 7:00:00 AM,1909,1997,1917,-80,-80,,,,1997,1917,-80,FLA
FMPP,05/21/2025 4:00:00 AM,05/21/2025 8:00:00 AM,1857,1913,1836,-77,-77,,,,1913,1836,-77,FLA
FMPP,05/21/2025 5:00:00 AM,05/21/2025 9:00:00 AM,1862,1897,1817,-80,-80,,,,1897,1817,-80,FLA
FMPP,05/21/2025 6:00:00 AM,05/21/2025 10:00:00 AM,1961,1963,1883,-80,-80,,,,1963,1883,-80,FLA
FMPP,05/21/2025 7:00:00 AM,05/21/2025 11:00:00 AM,2041,2081,2006,-75,-75,,,,2081,2006,-75,FLA
FMPP,05/21/2025 8:00:00 AM,05/21/2025 12:00:00 PM,2176,2187,2102,-85,-85,,,,2187,2102,-85,FLA
FMPP,05/21/2025 9:00:00 AM,05/21/2025 1:00:00 PM,2370,2349,2267,-82,-82,,,,2349,2267,-82,FLA
FMPP,05/21/2025 10:00:00 AM,05/21/2025 2:00:00 PM,2588,2547,2437,-110,-110,,,,2547,2437,-110,FLA
FMPP,05/21/2025 11:00:00 AM,05/21/2025 3:00:00 PM,2816,2783,2628,-155,-155,,,,2783,2628,-155,FLA
FMPP,05/21/2025 12:00:00 PM,05/21/2025 4:00:00 PM,3004,2996,2817,-179,-179,,,,2996,2817,-179,FLA
FMPP,05/21/2025 1:00:00 PM,05/21/2025 5:00:00 PM,3267,3230,3090,-140,-140,,,,3230,3090,-140,FLA
FMPP,05/21/2025 2:00:00 PM,05/21/2025 6:00:00 PM,3423,3344,3077,-267,-267,,,,3344,3077,-267,FLA
FMPP,05/21/2025 3:00:00 PM,05/21/2025 7:00:00 PM,3536,3471,3198,-273,-273,,,,3471,3198,-273,FLA
FMPP,05/21/2025 4:00:00 PM,05/21/2025 8:00:00 PM,3603,3536,3275,-261,-261,,,,3536,3275,-261,FLA
FMPP,05/21/2025 5:00:00 PM,05/21/2025 9:00:00 PM,3628,3577,3302,-275,-275,,,,3577,3302,-275,FLA
FMPP,05/21/2025 6:00:00 PM,05/21/2025 10:00:00 PM,3555,3548,3284,-264,-264,,,,3548,3284,-264,FLA
FMPP,05/21/2025 7:00:00 PM,05/21/2025 11:00:00 PM,3400,3485,3252,-233,-233,,,,3485,3252,-233,FLA
FMPP,05/21/2025 8:00:00 PM,05/22/2025 12:00:00 AM,3215,3350,3128,-222,-222,,,,3350,3128,-222,FLA
FMPP,05/21/2025 9:00:00 PM,05/22/2025 1:00:00 AM,3075,3228,3045,-183,-183,,,,3228,3045,-183,FLA
FMPP,05/21/2025 10:00:00 PM,05/22/2025 2:00:00 AM,2895,3051,2869,-182,-182,,,,3051,2869,-182,FLA
FMPP,05/21/2025 11:00:00 PM,05/22/2025 3:00:00 AM,2615,2806,2623,-183,-183,,,,2806,2623,-183,FLA
FMPP,05/22/2025 12:00:00 AM,05/22/2025 4:00:00 AM,2345,2569,2454,-115,-115,,,,2569,2454,-115,FLA
FMPP,05/22/2025 1:00:00 AM,05/22/2025 5:00:00 AM,2163,2342,2274,-68,-68,,,,2342,2274,-68,FLA
FMPP,05/22/2025 2:00:00 AM,05/22/2025 6:00:00 AM,2021,2188,2090,-98,-98,,,,2188,2090,-98,FLA
FMPP,05/22/2025 3:00:00 AM,05/22/2025 7:00:00 AM,1929,2065,1984,-81,-81,,,,2065,1984,-81,FLA
